name,line
Yuri," Yeah, you're right."
Yuri," I went out into the world, made a name for myself,"
Yuri, and I can even buy expensive booze now!
Yuri, But that's all because of my sister!
Yuri," Our parents were gone, and we were poor,"
Yuri, so we couldn't even get everything I'd need for studying.
Yuri, But...
Young Yuri, Sis sure is late. She's still at her part-time job?
Young Yor," I'm home, Yuri!"
Young Yuri," Uh, Sis?!"
Young Yuri, What happened?! You're covered in blood!
Young Yuri, What kind of work were you doing?!
Young Yor," Huh? Oh, I'm totally fine."
flashback Young Yor," This isn't my blood, so..."
Young Yor," More importantly, look, Yuri!"
Young Yor, Ta-da! It's the encyclopedia set you wanted!
Young Yor," I got paid a lot this time, so I went ahead and bought it!"
Young Yuri, Sis...
flashbackYoung Yor," Ta-da! Here are those snacks you wanted, Yuri!"
Yor, Sis would always work herself to death for me!
flashbackYoung Yuri," You don't have to work anymore, Sis!"
Yuri," So I made up my mind... that I was going to become a proper adult,"
Yuri, and be a man who could protect my sister.
Yuri, I'm going to be the one who protects my one and only family member.
Yuri, Can you even imagine
Yuri, how it feels for me to have the most important person in my life
Yuri, just suddenly taken from me by some guy who appeared out of thin air?
Yor, Yuri...
Yuri," Sure, I wanted you to get married someday and find true happiness."
Yuri, But that guy has to be someone who could protect you even better than me!
Yuri," Are you saying you're up to that task,"
Yuri, Loidy?!
Loid, Lo—
Yor, I just want to put my brother's mind at ease.
Loid, I...
Loid," I love Yor as much as you do, if not more!"
Loid," My daughter loves Yor very much, too."
Yor, Come on... This is just an act to deceive my brother.
Loid, She is already a part of my family.
Loid," Even if spears or meteors rained down from the sky,"
Loid, I would risk my life to protect her.
Narrator, This man was a bold liar.
Yuri, Did he say... meteors?!
Yuri," I'm confident that I could protect her from spears, but meteors?!"
Yuri, Is he surprisingly powerful? But how would he do that?
Yuri," I-It's easy to claim such things, you liar!"
Yuri, Yeah! You have the face of a liar!
Yor," Oh, goodness."
Yor," You're so careless sometimes, Yuri!"
Loid internal, I have the face of a liar? Has he seen through me?
Loid," Oh, don't worry about it, Yor. I'll clean it up."
Loid internal," No, that couldn't be."
Yuri," What? You've been married for a year,"
Yuri, and that's your reaction when your hands touch?
Yuri, What? Are you actually married?
Loid, Wha—
Loid, Wh-What are you talking about?We're so in love.
Yor," Y-Yes, exactly."
Yuri," A likely story... If you're really married, then prove it to me."
Loid," I mean, we have our marriage license..."
Yuri, That's not what I meant!
Yuri, Kiss right here and now.
Yor and Loid, Huh?!
Yuri, Should be easy if you're actually in love.
Yor, Er... But if it's in front of someone...
Yuri, Just once is fine. Then I'll believe you.
Yuri," If you can't, I'm going to city hall to have them revoke your marriage license!"
Loid, This is bad. What should I do?
Loid," No, calm down."
Loid," I'm Westalis's greatest spy, Twilight."
Loid, I've had relations with countless women on my missions.
Loid, If a kiss or two will keep my mission safe...
Loid, If that's all it takes...
Yor, What?!
Yor," Loid, wait..."
Loid," I'm just going to do what I always do, Yor."
Loid, Come on.
Yor," I mean, we need to so we can keep our fake marriage going, but..."
Yor, Wha...
Yor, Wha...
Yor, What?!
Sign, SHOW OFF HOW IN LOVE YOU ARE
Yuri," If you're really married, then prove it to me."
Yuri, Kiss right here and now.
Loid, If that's all it takes...
Yor, What?!
Yor, A kiss? A kiss?!
Yor, Doesn't that mean... um...
Yor," Oh, yes. I've read somewhere that your first kiss tastes like lemons."
Yor, That'll go perfectly with this marinated fish.
Yor," Calm down, Yor! Get a hold of yourself!"
Loid, Here I go.
Yor," O-O-O-One second, please."
Yor, There is no way I can do this sober.
Yor, Fank you for waiting...
Loid, Uh... right.
Loid, We don't have to do this if you don't want to.
Yor," This ish for my sake, as well. I will do my besht."
Yuri, What are you two whispering about?!
Yuri, Can you do it or not?!
Yuri, Prove to me that you're really a married couple!
Yor," Keep your mouf shut, Yuri."
Yor, We will now show you just how in wuv we are.
Yor," Here I come, darling."
Yor," Now, cwose your eyes."
Yuri, S-Sis!
Loid, Um... Yor?
Sign, SHOW OFF HOW IN LOVE YOU ARE
Yor, Sis...
Yuri, How lewd!
Little Yuri, Sis!
Little Yuri, Look! I scored the highest in my whole class!
Yor," Oh, how wonderful!"
Yor, I'll reward you with a kiss.
Yor, Smooch!
Little Yuri, Sis...
Little Yuri, When I grow up...
Little Yuri, I'm gonna marry you.
Yor," Oh, my."
Yor, Then I guess I'll just have to wait patiently for you.
Yuri, You...
Yuri," You can't, Sis!"
Yuri, Seeing you kiss another man in front of me is just...
Yuri, I won't allow—
Yor," Oh, I knew it..."
Yor, I just can't!
Yuri, —itpppppbt!
Yor, No!
Anya, Izzit the end of the world?
Yor," Huh?! Um, Yuri?"
Yuri," I see how it is, Sis."
Yuri, You're going to treat me like that just because I tried to stop you from kissing him.
Yuri, I guess you just couldn't wait to do naughty things with him!
Yuri, I was a fool to test you.
Yuri, Perhaps my feelings were what was truly being tested here!
Loid," Um... more importantly, you're bleeding."
Yuri, Loid Forger... You may lay claim on my sister's lips for now.
Yor, Wha—
Yor, What are you talking about?!
Yuri," Right... Well, I'll let you off the hook for today."
Yuri, But just remember—
Loid," No, really. You're bleeding."
Loid, Is this just normal for the Briars?
Yor," Are you all right, Yuri? You're about to fall over."
Yuri, I'm fine.
Loid, Did you really just say that?
Yuri," Well, so are you, Sis."
Yor, Shall I call you a taxi?
Yuri," I'm fine. You're such a worrywart, Sis."
Loid," Whoa, there!"
Yuri, Wipe that smirk off your face!
Yuri, Are my failures that amusing to you?!
Loid," Er, no. I was just admiring what lovely siblings you are."
Loid, You must have always been there for each other.
Loid," Yuri, thank you for protecting Yor up until now."
Loid, I'm sure you've been through many hardships.
Loid," I'll also do everything I can to be there for her from now on,"
Loid, so let's do everything we can to make sure Yor is happy.
Yuri, Like I'd ever ask for your help!
Yuri, Forget it! I'm going home!
Loid, Feel free to come over anytime!
Loid, I'm sure that'll make Yor happy.
Loid, You should come when my daughter's awake next time.
Yor, Miss Anya was doing everything she could to stay up to meet you.
Yor," She's absolutely precious, so I hope you'll play with her."
Yuri, I don't need him to invite me! I'll be back!
Yuri," Next time, I'll prove that you're tricking my sister!"
Yor, I am not being tricked!
Yuri," Now, hear me, Loid Forger."
Yuri," If you make my sister cry even a little bit,"
Yuri, I will have you ex—
Yuri," Um... well, you know."
Yuri, Just know that you'll rue the day!
Yor," Be careful getting home, dear!"
Yuri, Sis!
Yor, Be mindful of your yelling! It'll disturb the neighbors!
Loid, Was he about to say he'd have me ex*cuted?
Loid, I should be careful.
Loid, Any wiretaps?
Loid, Looks like we're clear.
Loid, Since he's with the secret police...
Loid," Well, because he's her brother, he may just try that."
Loid, I need to be on my guard.
Yor," Loid, thank you very much."
Yor," I'm a bit embarrassed to say so,"
Yor," but thank you for welcoming him into your family, despite his rudeness."
Loid," Yuri clearly loves you very much, Yor."
Loid," I don't have any family or friends I can rely on, other than my daughter,"
Loid, so I admit that I was a little envious of you two.
Yor, Loid...
Loid, Though my daughter is also just part of a pretend family.
Loid," Well, anyway. I'm glad he didn't find out about our pretend marriage."
Yor, Yes.
Yor," I'm suddenly very tired, now that I'm relieved."
Yor, Why don't we head to bed after we clean up?
Loid," Er, in separate beds, of course! I'll change things back!"
Yor, R-Right.
Anya, Papa... Pwease save Earth...
Yor," Now, Yuri... You'll make me mad if you hit Loid..."
Loid, I can't remember the last time I felt envious of another.
Loid, I should sleep. I'm sure I'm just exhausted.
Loid, Yet my mission still continues on tomorrow.
Yuri, I beg your pardon.
Yuri, Which way is the station?
B," Get to the hospital first, pal!"
Anya," Morning, pwease."
Anya," You seem very green today, Papa."
Loid, Quit talking in your sleep and go wash your face.
Yor, Good morning!
Yor, It's too bad you didn't get to meet Yuri yesterday.
Anya, Who's that?
Yor, Huh?! But she was so looking forward to meeting him!
Loid, Things sure did get lively yesterday.
Yor, I'm very sorry.
Loid, Who'd have thought Yor's brother would be like that?
Anya, Oh! Unkie!
Loid," And he's part of the secret police, my greatest foe as a spy."
Anya, S-Secret police?!
Anya, What's that?
Anya," ""Secret"" plus ""police""..."
Anya, That sounds so exciting!
Anya, Why didn't you introduce me to him?!
Anya, Gimme back the excitement I wasted!
Loid, You wanted to meet him that badly?
Loid," Well, at least the storm has passed for now."
Loid, I need to concentrate on Anya's education.
Loid," Come on, hurry up and eat. You'll be late."
Anya, Om... nom...
Yor," Don't worry, you'll see be able to see him soon."
Loid, Has the thr*at truly passed?
Loid," Yor Briar, whose younger brother is a member of the secret police..."
Loid," Previously, there was nothing suspicious surrounding her."
Loid," She didn't seem to know what her brother's true occupation is,"
Loid, so my intuition says she's still clear.
Loid," Besides, if she knew her brother worked at the State Security Service,"
Loid, there'd be no concern over suspicions arising about her being single.
Loid," No, it's dangerous to be too certain."
Loid, What if she was just acting and this was all a lie to get closer to me?
Loid," Suspect everything, Twilight."
Anya," Papa, Mama is..."
Loid, What is it?
Anya, Mama is...
Anya, bad at cooking.
Yor, So it was obvious that I made breakfast this morning!
Yor, I'm sorry! I'm so sorry!
Yor, I did do my best.
Loid," Ah, by the way, Yor..."
Yor, Yes?
Loid," Er, I just..."
Loid, I guess putting a listening device on her is going too far.
Loid," No, I need to silence any doubts now."
Loid, Even a moment's carelessness could mean death.
Loid, It could also mean the lives of tens of thousands of people.
Loid, I need to do this to prove Yor's innocence.
Loid, You've got something on your neck.
